DISTRICT_NAME	SCHOOL_NAME_LONG	SCHOOL_NAME_SHORT	PHONE_NUMBER	PHYSICAL_ADDRESS	PHYSICAL_CITY	PHYSICAL_STATE	PHYSICAL_ZIP	MAILING_ADDRESS1	MAILING_ADDRESS2	MAILING_CITY	MAILING_STATE	MAILING_ZIP	PRINCIPAL_LAST	PRINCIPAL_FIRST	LATITUDE	LONGITUDE	WEB_ADDRESS	EMAIL_ADDRESS_PRI
HERNANDO    	NATURE COAST TECHNICAL HIGH- ADULT                                                                  	NATURE COAST TECH. HIGH- ADULT               	3527977091	4057 CALIFORNIA ST                                                              	BROOKSVILLE         	FL	34604-0683	4057 CALIFORNIA ST                      	                                        	BROOKSVILLE         	FL	34604-0683	WATSON                        	SOPHIA              	28.4903	-82.4627	                                                                                                    	watson_s@hcsb.k12.fl.us                                                         
HERNANDO    	HERNANDO COUNTY ADULT EDUCATION                                                                     	HERNANDO COUNTY ADULT EDUCATION              	3527977018	801 N BROAD ST                                                                  	BROOKSVILLE         	FL	34601-2302	801 N BROAD ST                          	                                        	BROOKSVILLE         	FL	34601-2302	WATSON                        	SOPHIA              	28.5692	-82.3776	                                                                                                    	watson_s@hcsb.k12.fl.us                                                         
HERNANDO    	HERNANDO COUNTY SUPERINTENDENT'S OFFICE                                                             	HERNANDO COUNTY SUPT'S OFFICE                	3527977000	919 N BROAD ST                                                                  	BROOKSVILLE         	FL	34601-2397	919 N BROAD ST                          	                                        	BROOKSVILLE         	FL	34601-2397	ROMANO                        	LORI                	28.5664	-82.3775	http://www.hernandoschools.org                                                                      	romano_l@hcsb.k12.fl.us                                                         
HERNANDO    	WITHLACOOCHEE RESIDENTIAL JUVENILE FACILITY                                                         	WITHLACOOCHEE RESIDENTIAL JUV.               	3525838218	3400 STOP CAMP RD                                                               	LACOOCHEE           	FL	33537-0161	P. O. BOX 161                           	                                        	LACOOCHEE           	FL	33537-0161	SHEPHERD                      	JOHN                	28.4777	-82.1582	                                                                                                    	shepherd_j@hcsb.k12.fl.us                                                       
HERNANDO    	CONTRACTED RESIDENTIAL SERVICES                                                                     	CONTRACTED RESIDENTIAL SERVICES              	0	                                                                                	                    	  	          	                                        	                                        	                    	  	          	                              	                    	0	0	                                                                                                    	                                                                                
HERNANDO    	MIGRANT NON-ENROLLED STUDENTS                                                                       	MIGRANT NON-ENROLLED STUDENTS                	3527977001	919 N BROAD ST                                                                  	BROOKSVILLE         	FL	34601-2397	919 N BROAD ST                          	                                        	BROOKSVILLE         	FL	34601-2397	                              	                    	28.5664	-82.3775	                                                                                                    	                                                                                
HERNANDO    	HOME EDUCATION PROGRAM STUDENTS                                                                     	HOME EDUC PROGRAM STUDENTS                   	3527977008	919 N  BROAD ST                                                                 	BROOKSVILLE         	FL	34601-2397	919 N  BROAD ST                         	                                        	BROOKSVILLE         	FL	34601-2397	HARPER                        	BETTY               	28.56599	-82.37729	www.hernandoschools.org                                                                             	harper_b@hcsb.k12.fl.us                                                         
HIGHLANDS   	THE KINDERGARTEN LEARNING CENTER                                                                    	THE KINDERGARTEN LEARNING CENTER             	8633145281	3560 US HIGHWAY 27 S                                                            	SEBRING             	FL	33870-5450	3560 US HIGHWAY 27 S                    	                                        	SEBRING             	FL	33870-5450	BURNETT                       	JULIA               	27.4684	-81.439	http://www.highlands.k12.fl.us/~klc/                                                                	burnettj@highlands.k12.fl.us                                                    
HIGHLANDS   	MEMORIAL ELEMENTARY SCHOOL                                                                          	MEMORIAL ELEMENTARY SCHOOL                   	8637840200	867 MEMORIAL DR                                                                 	AVON PARK           	FL	33825-4711	867 MEMORIAL DR                         	                                        	AVON PARK           	FL	33825-4711	WALDON                        	LAURA               	27.5874	-81.492	http://www.highlands.k12.fl.us/~mes/                                                                	waldonl@highlands.k12.fl.us                                                     
HIGHLANDS   	SEBRING MIDDLE SCHOOL                                                                               	SEBRING MIDDLE SCHOOL                        	8634715700	500 E CENTER AVE                                                                	SEBRING             	FL	33870-3510	500 E CENTER AVE                        	                                        	SEBRING             	FL	33870-3510	WHIDDEN                       	SANDRA              	27.4979	-81.4368	http://www.highlands.k12.fl.us/~sms/                                                                	whiddens2@highlands.k12.fl.us                                                   
HIGHLANDS   	LAKE COUNTRY ELEMENTARY SCHOOL                                                                      	LAKE COUNTRY ELEMENTARY SCHOOL               	8636995050	516 COUNTY ROAD 29                                                              	LAKE PLACID         	FL	33852-5346	516 COUNTY ROAD 29                      	                                        	LAKE PLACID         	FL	33852-5346	ASHLEY                        	ERICA               	27.2386	-81.2854	http://www.highlands.k12.fl.us/~lce/                                                                	ashleye@highlands.k12.fl.us                                                     
HIGHLANDS   	LAKE PLACID MIDDLE SCHOOL                                                                           	LAKE PLACID MIDDLE SCHOOL                    	8636995030	201 S TANGERINE AVE                                                             	LAKE PLACID         	FL	33852-7749	201 S TANGERINE AVE                     	                                        	LAKE PLACID         	FL	33852-7749	DOTY                          	CHRISTOPHER         	27.296	-81.374	http://www.highlands.k12.fl.us/~lpm/                                                                	dotyc@highlands.k12.fl.us                                                       
HIGHLANDS   	WOODLAWN ELEMENTARY SCHOOL                                                                          	WOODLAWN ELEMENTARY SCHOOL                   	8634715444	817 WOODLAWN DR                                                                 	SEBRING             	FL	33870-2813	817 WOODLAWN DR                         	                                        	SEBRING             	FL	33870-2813	BLACKMAN                      	MELISSA             	27.5063	-81.4435	http://www.highlands.k12.fl.us/~wes/                                                                	blackmam@highlands.k12.fl.us                                                    
HIGHLANDS   	PARK ELEMENTARY SCHOOL                                                                              	PARK ELEMENTARY SCHOOL                       	8634524373	327 E PALMETTO ST                                                               	AVON PARK           	FL	33825-2438	327 E PALMETTO ST                       	                                        	AVON PARK           	FL	33825-2438	DOTY                          	KARIN               	27.6071	-81.4952	http://www.highlands.k12.fl.us/~pes/                                                                	dotyk@highlands.k12.fl.us                                                       
HIGHLANDS   	CRACKER TRAIL ELEMENTARY SCHOOL                                                                     	CRACKER TRAIL ELEM. SCHOOL                   	8634715777	8200 SPARTA RD                                                                  	SEBRING             	FL	33875-6970	8200 SPARTA RD                          	                                        	SEBRING             	FL	33875-6970	INAGAWA                       	JEANNIE             	27.4307	-81.4455	http://www.highlands.k12.fl.us/~cte/                                                                	inagawaj@highlands.k12.fl.us                                                    
HIGHLANDS   	FRED WILD ELEMENTARY SCHOOL                                                                         	FRED WILD ELEMENTARY SCHOOL                  	8634715400	3550 YOUTH CARE LN                                                              	SEBRING             	FL	33870-4403	3550 YOUTH CARE LN                      	                                        	SEBRING             	FL	33870-4403	GREEN                         	PAGE                	27.4813	-81.4328	http://www.highlands.k12.fl.us/~fwe/                                                                	greenp@highlands.k12.fl.us                                                      
HIGHLANDS   	HILL-GUSTAT MIDDLE SCHOOL                                                                           	HILL-GUSTAT MIDDLE SCHOOL                    	8634715437	4700 SCHUMACHER RD                                                              	SEBRING             	FL	33872-2700	4700 SCHUMACHER RD                      	                                        	SEBRING             	FL	33872-2700	ALLEN                         	JACKIE              	27.5162	-81.5145	http://www.highlands.k12.fl.us/~hgm                                                                 	allenj@highlands.k12.fl.us                                                      
HIGHLANDS   	AVON ELEMENTARY SCHOOL                                                                              	AVON ELEMENTARY SCHOOL                       	8634524355	705 WINTHROP ST                                                                 	AVON PARK           	FL	33825-2642	705 WINTHROP ST                         	                                        	AVON PARK           	FL	33825-2642	BALL                          	CARLA               	27.6025	-81.5092	http://www.highlands.k12.fl.us/~aes/                                                                	ballc@highlands.k12.fl.us                                                       
HIGHLANDS   	AVON PARK MIDDLE SCHOOL                                                                             	AVON PARK MIDDLE SCHOOL                      	8634524333	401 S LAKE AVE                                                                  	AVON PARK           	FL	33825-3940	401 S LAKE AVE                          	                                        	AVON PARK           	FL	33825-3940	LAMBERT                       	SETH                	27.5915	-81.5017	http://www.highlands.k12.fl.us/~apm/                                                                	lamberts@highlands.k12.fl.us                                                    
HIGHLANDS   	LAKE PLACID ELEMENTARY SCHOOL                                                                       	LAKE PLACID ELEMENTARY SCHOOL                	8636995070	101 GREEN DRAGON DR                                                             	LAKE PLACID         	FL	33852-6463	101 GREEN DRAGON DR                     	                                        	LAKE PLACID         	FL	33852-6463	CONNER                        	CAREY               	27.2933	-81.3726	http://www.highlands.k12.fl.us/~lpe/                                                                	connerc@highlands.k12.fl.us                                                     
HIGHLANDS   	SEBRING HIGH SCHOOL                                                                                 	SEBRING HIGH SCHOOL                          	8634715500	3514 KENILWORTH BLVD                                                            	SEBRING             	FL	33870-4470	3514 KENILWORTH BLVD                    	                                        	SEBRING             	FL	33870-4470	LINDSAY                       	ELIZABETH           	27.4868	-81.4316	http://www.highlands.k12.fl.us/~shs/                                                                	lindsaye@highlands.k12.fl.us                                                    
HIGHLANDS   	AVON PARK HIGH SCHOOL                                                                               	AVON PARK HIGH SCHOOL                        	8634524311	700 E MAIN ST                                                                   	AVON PARK           	FL	33825-3224	700 E MAIN ST                           	                                        	AVON PARK           	FL	33825-3224	WILLIAMS                      	TEALY               	27.5946	-81.4878	http://www.highlands.k12.fl.us/~aph/                                                                	williamt2@highlands.k12.fl.us                                                   
HIGHLANDS   	LAKE PLACID HIGH SCHOOL                                                                             	LAKE PLACID HIGH SCHOOL                      	8636995010	202 GREEN DRAGON DR                                                             	LAKE PLACID         	FL	33852-6464	202 GREEN DRAGON DR                     	                                        	LAKE PLACID         	FL	33852-6464	STIVENDER                     	TONI                	27.2938	-81.3723	http://www.highlands.k12.fl.us/~lph/                                                                	stivendt@highlands.k12.fl.us                                                    
HIGHLANDS   	SUN 'N LAKE ELEMENTARY SCHOOL                                                                       	SUN 'N LAKE ELEMENTARY SCHOOL                	8634715464	4515 PONCE DE LEON BLVD                                                         	SEBRING             	FL	33872-1706	4515 PONCE DE LEON BLVD                 	                                        	SEBRING             	FL	33872-1706	LAYE                          	LINDA               	27.5372	-81.5122	http://www.highlands.k12.fl.us/~snl/                                                                	layel@highlands.k12.fl.us                                                       
HIGHLANDS   	HOPEWELL ACADEMY                                                                                    	HOPEWELL ACADEMY                             	8634526818	100 E 4TH ST                                                                    	AVON PARK           	FL	33825-4702	100 E 4TH ST                            	                                        	AVON PARK           	FL	33825-4702	DEWBERRY                      	KEVIN               	27.5809	-81.4998	http://www.highlands.k12.fl.us                                                                      	dewberrk@highlands.k12.fl.us                                                    
HIGHLANDS   	MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT                                                              	MCKAY SCHOLARSHIP/SCHOOL OF EN               	0	                                                                                	                    	  	          	                                        	                                        	                    	  	00000-0000	                              	                    	0	0	                                                                                                    	                                                                                
HIGHLANDS   	OPPORTUNITY SCHOLARSHIP/SCHOOL OF ENROLLMENT                                                        	OPPORTUNITY SCHOLAR SCHL/ENRL                	0	                                                                                	                    	  	          	                                        	                                        	                    	  	00000-0000	                              	                    	0	0	                                                                                                    	                                                                                
HIGHLANDS   	HIGHLANDS VIRTUAL INSTRUCTION PROGRAM                                                               	HIGHLANDS VIRTUAL INSTRUCTION PROGRAM        	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	DAVIS                         	MARCIA              	27.50142	-81.42097	http://www.highlands.k12.fl.us/                                                                     	davism6@highlands.k12.fl.us                                                     
HIGHLANDS   	HIGHLANDS VIRTUAL FRANCHISE                                                                         	HIGHLANDS VIRTUAL FRANCHISE                  	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	DAVIS                         	MARCIA              	27.50142	-81.42097	                                                                                                    	davism6@highlands.k12.fl.us                                                     
HIGHLANDS   	FUTURE VIRTUAL SCHOOL                                                                               	FUTURE VIRTUAL SCHOOL                        	0	                                                                                	                    	  	          	                                        	                                        	                    	  	          	                              	                    	0	0	                                                                                                    	                                                                                
HIGHLANDS   	FUTURE VIRTUAL SCHOOL                                                                               	FUTURE VIRTUAL SCHOOL                        	0	                                                                                	                    	  	          	                                        	                                        	                    	  	          	                              	                    	0	0	                                                                                                    	                                                                                
HIGHLANDS   	HIGHLANDS COUNTY SUPERINTENDENT'S OFFICE                                                            	HIGHLANDS COUNTY SUPT'S OFFICE               	8634715564	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	COX                           	WALLACE             	27.5024	-81.4203	http://www.highlands.k12.fl.us/                                                                     	coxw@highlands.k12.fl.us                                                        
HIGHLANDS   	NON-PUBLIC MIGRANT                                                                                  	NON-PUBLIC MIGRANT                           	0	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL STREET                       	                                        	SEBRING             	FL	33870-4048	          	          	27.5024	-81.4203	                                                                                                    	                                                                                
HIGHLANDS   	ACHIEVEMENT CENTER (FORMERLY SIMS TEEN LEARNING CENTER) (INACTIVE 08/02)                            	ACHIEVEMENT CENTER                           	8633865250	                                                                                	SEBRING             	FL	33870-0000	4121 YOUTH CARE LANE                    	                                        	SEBRING             	FL	33870-0000	HOLLINGER                     	RODNEY              	0	0	                                                                                                    	                                                                                
HIGHLANDS   	CLOVERLEAF ENVIRONMENTAL CENTER                                                                     	CLOVERLEAF ENVIRONMENTAL CTR.                	8636995041	126 CLOVERLEAF ROAD                                                             	LAKE PLACID         	FL	33852-8960	126 CLOVERLEAF ROAD                     	                                        	LAKE PLACID         	FL	33852-8960	HOLLINGER                     	RODNEY              	0	0	                                                                                                    	                                                                                
HIGHLANDS   	HIGHLANDS COUNTY SCHOOLS JAIL PROGRAM                                                               	HIGHLANDS COUNTY SCHOOLS JAIL PROGRAM        	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	LANDRESS                      	PATRICIA            	27.50142	-81.42097	http://www.highlands.k12.fl.us                                                                      	landresp@highlands.k12.fl.us                                                    
HIGHLANDS   	HIGHLANDS COUNTY HOSPITAL/HOMEBOUND PROGRAM                                                         	HIGHLANDS COUNTY HOSPITAL/HOMEBOUND PROGRAM  	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	LANDRESS                      	PATRICIA            	27.50142	-81.42097	http://www.highlands.k12.fl.us                                                                      	landresp@highlands.k12.fl.us                                                    
HIGHLANDS   	THE ACADEMY AT YOUTH CARE LANE                                                                      	THE ACADEMY AT YOUTH CARE LANE               	8634715567	4121 YOUTH CARE LN                                                              	SEBRING             	FL	33870-4459	4121 YOUTH CARE LN                      	                                        	SEBRING             	FL	33870-4459	HOLLINGER                     	RODNEY              	27.4785	-81.4248	http://www.highlands.k12.fl.us                                                                      	hollingr@highlands.k12.fl.us                                                    
HIGHLANDS   	NON-ENROLLED PK EXCEPTIONAL ED PROGRAM                                                              	NON-ENROLLED PK EXCEPTIONAL ED PROGRAM       	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	LANDRESS                      	PATRICIA            	27.50142	-81.42097	http://www.highlands.kl2.fl.us                                                                      	landresp@highlands.k12.fl.us                                                    
HIGHLANDS   	ALTERNATIVE UNLIMITED DROP BACK IN ACADEMY                                                          	ALTERNATIVE UNLIMITED DROP BACK IN ACADEMY   	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	ROOFE                         	EDETA               	0	0	                                                                                                    	                                                                                
HIGHLANDS   	CONTRACTED RESIDENTIAL SERVICES                                                                     	CONTRACTED RESIDENTIAL SERVICES              	0	                                                                                	                    	  	          	                                        	                                        	                    	  	          	                              	                    	0	0	                                                                                                    	                                                                                
HIGHLANDS   	MIGRANT NON-ENROLLED STUDENTS                                                                       	MIGRANT NON-ENROLLED STUDENTS                	8634715555	426 SCHOOL ST                                                                   	SEBRING             	FL	33870-4048	426 SCHOOL ST                           	                                        	SEBRING             	FL	33870-4048	                              	                    	27.5024	-81.4203	                                                                                                    	                                                                                
HIGHLANDS   	HOME EDUCATION PROGRAM STUDENTS                                                                     	HOME EDUC PROGRAM STUDENTS                   	0	                                                                                	                    	  	          	                                        	                                        	                    	  	00000 0000	                              	                    	0	0	                                                                                                    	                                                                                
HILLSBOROUGH	ADAMS MIDDLE SCHOOL                                                                                 	ADAMS MIDDLE SCHOOL                          	8139757665	10201 N BOULEVARD                                                               	TAMPA               	FL	33612-7458	10201 N BOULEVARD                       	                                        	TAMPA               	FL	33612-7458	BEAUREGARD                    	HEATH               	28.0423	-82.4671	                                                                                                    	Heath Beauregard@sdhc.k12.fl.us                                                 
HILLSBOROUGH	FOREST HILLS ELEMENTARY SCHOOL                                                                      	FOREST HILLS ELEMENTARY SCHOOL               	8139757633	10112 N OLA AVE                                                                 	TAMPA               	FL	33612-7457	10112 N OLA AVE                         	                                        	TAMPA               	FL	33612-7457	CARSON                        	CRYSTAL             	28.0421	-82.4641	                                                                                                    	Crystal.Carson@sdhc.k12.fl.us                                                   
HILLSBOROUGH	SPOTO HIGH SCHOOL                                                                                   	SPOTO HIGH SCHOOL                            	8136725405	8538 EAGLE PALM DR                                                              	RIVERVIEW           	FL	33578-8860	8538 EAGLE PALM DR                      	                                        	RIVERVIEW           	FL	33578-8860	CARR                          	PHILLIP             	27.8849	-82.359	www.sdhc.k12.fl.us                                                                                  	Phillip.Carr@sdhc.k12.fl.us                                                     
HILLSBOROUGH	SHEEHY ELEMENTARY SCHOOL                                                                            	SHEEHY ELEMENTARY SCHOOL                     	8132333800	6402 N 40TH ST                                                                  	TAMPA               	FL	33610-3906	6402 N 40TH ST                          	                                        	TAMPA               	FL	33610-3906	MCCANTS                       	PATRICIA            	28.0062	-82.4144	                                                                                                    	Patricia.McCants@sdhc.k12.fl.us                                                 
HILLSBOROUGH	GIUNTA MIDDLE SCHOOL                                                                                	GIUNTA MIDDLE SCHOOL                         	8137404888	4202 S FALKENBURG RD                                                            	RIVERVIEW           	FL	33578-8631	4202 S FALKENBURG RD                    	                                        	RIVERVIEW           	FL	33578-8631	BOBO                          	MICHAEL             	28.0043	-82.336	                                                                                                    	Michael.Bobo@sdhc.k12.fl.us                                                     
HILLSBOROUGH	CORR ELEMENTARY SCHOOL                                                                              	CORR ELEMENTARY SCHOOL                       	8136725345	13020 KINGS LAKE DR                                                             	GIBSONTON           	FL	33534-3938	13020 KINGS LAKE DR                     	                                        	GIBSONTON           	FL	33534-3938	FAERBER                       	TERRI               	27.7952	-82.3708	                                                                                                    	Terri.Faerer@sdhc.k12.fl.us                                                     
HILLSBOROUGH	SHIELDS MIDDLE SCHOOL                                                                               	SHIELDS MIDDLE SCHOOL                        	8136725338	15732 BETH SHIELDS WAY                                                          	RUSKIN              	FL	33573-4901	15732 BETH SHIELDS WAY                  	                                        	RUSKIN              	FL	33573-4901	KOVACS                        	TIBOR               	27.7404	-82.369	                                                                                                    	Tibor.Kovacs@sdhc.k12.fl.us                                                     
HILLSBOROUGH	DAVIS ELEMENTARY SCHOOL                                                                             	DAVIS ELEMENTARY SCHOOL                      	8138546010	10907 MEMORIAL HWY                                                              	TAMPA               	FL	33615-2511	10907 MEMORIAL HWY                      	                                        	TAMPA               	FL	33615-2511	LALONE                        	PATRICK             	28.0142	-82.6032	                                                                                                    	Patrick.Lalone@sdhc.k12.fl.us                                                   
HILLSBOROUGH	FISHHAWK CREEK ELEMENTARY SCHOOL                                                                    	FISHHAWK CREEK ELEMENTARY SCHOOL             	8136512150	16815 DORMAN RD                                                                 	LITHIA              	FL	33547-1795	16815 DORMAN RD                         	                                        	LITHIA              	FL	33547-1795	BUSH                          	PAMELA              	27.8425	-82.2197	                                                                                                    	Pamela.Bush@sdhc.k12.fl.us                                                      
HILLSBOROUGH	MACFARLANE PARK ELEMENTARY MAGNET SCHOOL                                                            	MACFARLANE PARK ELEMENTARY MAGNET SCHOOL     	8133561760	1721 N MACDILL AVE                                                              	TAMPA               	FL	33607-3221	1721 N MACDILL AVE                      	                                        	TAMPA               	FL	33607-3221	RIVEIRO                       	DENYSE              	27.9578	-82.4933	                                                                                                    	Denyse.Riveiro@sdhc.k12.fl.us                                                   
HILLSBOROUGH	HILLSBOROUGH COUNTY ADULT HIGH SCHOOL                                                               	HILLSBOROUGH COUNTY ADULT H.S.               	0	                                                                                	TAMPA               	FL	33603-3936	4702 CENTRAL AVE                        	                                        	TAMPA               	FL	33603-3936	          	          	0	0	                                                                                                    	                                                                                
HILLSBOROUGH	HILLSBOROUGH EXCEPTIONAL CENTER                                                                     	HILLSBOROUGH EXCEPTIONAL CTR                 	0	302 E CAYUGA ST                                                                 	TAMPA               	FL	33603-0000	302 E CAYUGA ST                         	                                        	TAMPA               	FL	33603-0000	                              	                    	0	0	                                                                                                    	                                                                                
HILLSBOROUGH	CARVER EXCEPTIONAL CENTER                                                                           	CARVER EXCEPTIONAL CENTER                    	8132363500	2934 E HILLSBOROUGH AVE                                                         	TAMPA               	FL	33610-4413	2934 E HILLSBOROUGH AVE                 	                                        	TAMPA               	FL	33610-4413	NELSON                        	DALE                	27.9961	-82.425	                                                                                                    	Dale.Nelson@sdhc.k12.fl.us                                                      
HILLSBOROUGH	COLLINS ELEMENTARY SCHOOL                                                                           	COLLINS ELEMENTARY SCHOOL                    	8136725400	12424 SUMMERFIELD BLVD                                                          	RIVERVIEW           	FL	33579-7709	12424 SUMMERFIELD BLVD                  	                                        	RIVERVIEW           	FL	33579-7709	SIMS                          	STEVE               	27.7914	-82.317	                                                                                                    	Steve.Sims@sdhc.k12.fl.us                                                       
HILLSBOROUGH	TURNER-BARTELS K-8 SCHOOL                                                                           	TURNER-BARTELS K-8 SCHOOL                    	8139079066	9190 IMPERIAL OAK BLVD                                                          	TAMPA               	FL	33647-3291	9190 IMPERIAL OAK BLVD                  	                                        	TAMPA               	FL	33647-3291	MCMAHON                       	RHONDA              	28.3152	-82.621	                                                                                                    	Rhonda.Mcmahon@sdhc.k12.fl.us                                                   
HILLSBOROUGH	FROST ELEMENTARY SCHOOL                                                                             	FROST ELEMENTARY SCHOOL                      	8137404900	3950 S FALKENBURG RD                                                            	RIVERVIEW           	FL	33578-8601	3950 S FALKENBURG RD                    	                                        	RIVERVIEW           	FL	33578-8601	MARTINEZ                      	TOYNITA             	27.8994	-82.355	                                                                                                    	Toynita.Martinez@sdhc.k12.fl.us                                                 
HILLSBOROUGH	APARICIO-LEVY TECHNICAL CENTER                                                                      	APARICIO-LEVY TECHNICAL CENTER               	8137404884	10119 E ELLICOTT ST                                                             	TAMPA               	FL	33610-9666	10119 E ELLICOTT ST                     	                                        	TAMPA               	FL	33610-9666	COURTNEY                      	ANNMARIE            	27.9934	-82.336	                                                                                                    	                                                                                
HILLSBOROUGH	DOBY ELEMENTARY SCHOOL                                                                              	DOBY ELEMENTARY SCHOOL                       	8136725388	6720 COVINGTON GARDEN DR                                                        	APOLLO BEACH        	FL	33572-1534	6720 COVINGTON GARDEN DR                	                                        	APOLLO BEACH        	FL	33572-1534	FERGUSON                      	CATHERINE           	27.7837	-82.37	www.sdhc.k12.fl.us                                                                                  	Catherine.Ferguson@sdhc.k12.fl.us                                               
HILLSBOROUGH	LENNARD HIGH SCHOOL                                                                                 	LENNARD HIGH SCHOOL                          	8136415611	2002 E SHELL POINT RD                                                           	RUSKIN              	FL	33570-5002	2002 E SHELL POINT RD                   	                                        	RUSKIN              	FL	33570-5002	HORSTMAN                      	CRAIG               	27.7219	-82.405	www.sdhc.k12.fl.us                                                                                  	Craig.Horstman@sdhc.k12.fl.us                                                   
HILLSBOROUGH	SERGEANT PAUL R SMITH MIDDLE SCHOOL                                                                 	SERGEANT PAUL R SMITH MIDDLE SCHOOL          	8137925125	14303 CITRUS POINTE DR                                                          	TAMPA               	FL	33625-3124	14303 CITRUS POINTE DR                  	                                        	TAMPA               	FL	33625-3124	JOHNSON                       	JOANN               	28.0776	-82.573	                                                                                                    	Joann.Johnson@sdhc.k12.fl.us                                                    
HILLSBOROUGH	LENNARD ADULT & COMMUNITY CENTER                                                                    	LENNARD ADULT & COMMUNITY CENTER             	8136415611	2342 E SHELL POINT RD                                                           	RUSKIN              	FL	33570-5015	2342 E SHELL POINT RD                   	                                        	RUSKIN              	FL	33570-5015	TUNE                          	SANDRA              	27.7207	-82.461	                                                                                                    	Sandra.Tune@sdhc.k12.fl.us                                                      
HILLSBOROUGH	ALEXANDER ELEMENTARY SCHOOL                                                                         	ALEXANDER ELEMENTARY SCHOOL                  	8138725395	5602 N LOIS AVE                                                                 	TAMPA               	FL	33614-5555	5602 N LOIS AVE                         	                                        	TAMPA               	FL	33614-5555	ALVAREZ                       	KRISTINA            	27.9981	-82.514	                                                                                                    	Kristina.Alvarez@sdhc.k12.fl.us                                                 
HILLSBOROUGH	PIERCE MIDDLE SCHOOL                                                                                	PIERCE MIDDLE SCHOOL                         	8138725344	5511 N HESPERIDES ST                                                            	TAMPA               	FL	33614-5413	5511 N HESPERIDES ST                    	                                        	TAMPA               	FL	33614-5413	PADGETT                       	RAYMOND             	27.9974	-82.5185	                                                                                                    	Raymond.Padgett@sdhc.k12.fl.us                                                  
HILLSBOROUGH	SUMMERFIELD CROSSINGS ELEMENTARY                                                                    	SUMMERFIELD CROSSINGS ELEMENTARY             	8136725621	11050 FAIRWAY MEADOW DR                                                         	RIVERVIEW           	FL	33579-7054	11050 FAIRWAY MEADOW DR                 	                                        	RIVERVIEW           	FL	33579-7054	GRAYES                        	RICK                	27.8022	-82.325	                                                                                                    	Rick.Grayes@sdhc.k12.fl.us                                                      
HILLSBOROUGH	STOWERS ELEMENTARY SCHOOL                                                                           	STOWERS ELEMENTARY SCHOOL                    	8136577431	13915 BARRINGTON STOWERS DR                                                     	LITHIA              	FL	33547-3946	13915 BARRINGTON STOWERS DR             	                                        	LITHIA              	FL	33547-3946	LENNARD-SHIELDS               	CATHERINE           	27.8496	-82.258	                                                                                                    	Catherine.Leonard-Shields@sdhc.k12.fl.us                                        
HILLSBOROUGH	BARRINGTON MIDDLE SCHOOL                                                                            	BARRINGTON MIDDLE SCHOOL                     	8136577266	5925 VILLAGE CENTER DR                                                          	LITHIA              	FL	33547-3943	5925 VILLAGE CENTER DR                  	                                        	LITHIA              	FL	33547-3943	LUSK                          	AMY                 	27.84804	-82.25609	                                                                                                    	Amy.Lusk@sdhc.k12.fl.us                                                         
HILLSBOROUGH	STEINBRENNER HIGH SCHOOL                                                                            	STEINBRENNER HIGH SCHOOL                     	8137925131	5575 W LUTZ LAKE FERN RD                                                        	LUTZ                	FL	33558-9234	5575 W LUTZ LAKE FERN RD                	                                        	LUTZ                	FL	33558-9234	KING                          	KELLY               	28.15801	-82.53311	                                                                                                    	Kelly.King@sdhc.k12.fl.us                                                       
